timestamp,time,author,message
1561621885834010,-11:55,Granny Mokwena,mr mahlangu from BNP capital today
1561622479321095,-2:02,Thulani Bukani,is bnp the one that Gigaba liked to give contracts?
1561622598525286,-0:03,Granny Mokwena,the same BNP
1561622639192838,0:25,Peet Venter,Molp
1561622652205617,0:39,Peet Venter,Molo
1561622692082832,1:18,Jabulile Mazwane,love Advocate Hoffmeyer
1561622889598491,4:36,Wilson Hishono,she knows her JOb that a fact
1561622892140776,4:39,Thulani Bukani,nice to see Ms Hofmeyer
1561622905646850,4:52,Thulani Bukani,I guess judge is gonna have a more pleasant day
1561622949262160,5:35,funicanz,"Molweni, who is testifying today?"
1561622978062843,6:04,Granny Mokwena,my favorite advocate
1561622979957373,6:06,sanele songelwa,someone from BMP
1561622984227199,6:11,sanele songelwa,BNP
1561623005007223,6:31,funicanz,"Yes, I just love it when our Chair agrees..."
1561623018886777,6:45,Granny Mokwena,mr Mahlangu is testifying today
1561623031302792,6:58,Dj_ kekess,yes
1561623061742640,7:28,funicanz,54 pages
1561623070169047,7:36,Tich Ziny,would ask her to be my advocate any time
1561623141674183,8:47,Dj_ kekess,atleast they are not fighting
1561623251080318,10:37,Peet Venter,She's the best...
1561623252892108,10:39,Thapelo Motabogi,"i think i don't hear well,is this miss mahlangu and mr mahlangu"
1561623295243598,11:21,Thulani Bukani,mr mahlangu
1561623471591525,14:17,Jabulile Mazwane,mr
1561623517812448,15:04,Jayden Bango,i just love this hofmyer
1561623538685052,15:25,Jayden Bango,she knows her job and zondo knows that
1561623557317859,15:43,Mayembe 50,mrs. mahlangu
1561623563876087,15:50,roberto wilco,Hofmyer is a killer
1561623578515368,16:05,roberto wilco,She is so polite as she dismantles people
1561623601073428,16:27,Jabulile Mazwane,former President must get Ms Hoffmeyer next month
1561623602491691,16:28,John Fagan,he looks nervous
1561623624843272,16:51,Norman Zwane,Jiba & Mwrebi win their concourt application
1561623641386789,17:08,Mayembe 50,very nervous
1561623664170256,17:30,Jayden Bango,@Norman Zwane whaaaaaaat? whats the material effect
1561623669298318,17:36,Jabulile Mazwane,really Mangethe
1561623691136232,17:57,funicanz,"@Norman Zwane, Really?"
1561623776416753,19:22,Modieha Bibi,is this mahlangu was mentioned yesterday on commision?
1561623815798647,20:02,cassim suleman,yip hofmeyr enjoyable
1561623913865471,21:40,Takalani Luthada,The aim of the commission is to gather the whole information and does its own recommendations before they take the report to the President to study the report and everything will be decided from there
1561623946072635,22:12,Born free,Yes he has a very arrogant opinion of himself.. I think he is preparing to set his senior officials up to take the heat off himself.
1561623990756920,22:57,Vic SetheMasewawatla,"Can anyone enlighten me, how long is state capture going to take?? It looks like it will take years"
1561623991752917,22:58,Thami Ngwenya,"uzombuza, advocate"
1561623997390599,23:03,Stevie Genoski,END BOER GENOCIDE
1561624046565503,23:53,Thami Ngwenya,zasha
1561624075095078,24:22,Born free,If the killing of white farmers does not stop there will be be no food to feed the masses in this country.
1561624099916015,24:45,Kevin Simon,loose association. Guy is evasive.
1561624135549497,25:21,Danie Nilsen,goeiemore dumelang goodmorning heyta and how are we this morning hope well
1561624137429679,25:23,Wilson Hishono,the king pin will appear in july and theres gonna be a dramatic turn of events
1561624150480849,25:36,Born free,Farmers must arm themselves 24 hours of every day.. this is war.
1561624165984436,25:52,Jayden Bango,this guy's mathematics honors will not cut in this commission
1561624203555146,26:29,Tich Ziny,"why is the gentleman being evasive, not answering simple questions"
1561624247277456,27:13,fikile mbokodi,can hofmeyer be the one who will ask mtsholozi please
1561624250905537,27:16,Danie Nilsen,i tuned in a bit late and did i miss anything
1561624252058857,27:18,Thami Ngwenya,bayaphupha
1561624268973055,27:35,Jayden Bango,@Tich Ziny and they havent even gotten to the peak of questions
1561624291246281,27:56,Norman Zwane,@Jayden Bango @funicanz @Abel Matshidiso Justice Jafta just delivered the judgement.
1561624316489753,28:22,Born free,Jiba and Mrwebi remain on the Roll of Advocates. What a disgrace.. thanks to Ramaphosa.
1561624364518024,29:10,Kevin Simon,Notice the body language. Says yes while shaking his head. Did not want to concede the point.
1561624368883904,29:15,Jabulile Mazwane,what did Ramaphosa do now
1561624376425985,29:23,Thami Ngwenya,"What Ramaphosa to do with courts,"
1561624393116697,29:40,Thami Ngwenya,some people are sick here
1561624426149942,30:12,Jabulile Mazwane,impels Mtimande
1561624431338761,30:17,Zama Kubheka,lol this guy looks scared
1561624431626629,30:17,carnoth ngomane,@Born free what did Cyril do
1561624451101385,30:37,Khwesta Mdliva,ramaphosa is not a judge he is a president of the country
1561624456629915,30:43,Victor,How is Mahlangu doing?
1561624458358432,30:45,Jayden Bango,zondo really enjoying his work today compared to the past two days
1561624490209938,31:16,Norman Zwane,@Born free Our judiciary stands tall by ensuring it is independent from the executive and make its well reasoned decisions. I have no idea what you think CR is - he is the president not the judge too.
1561624492468475,31:18,Jayden Bango,@Victor nothing material so far just the blah blah the guy seems jittery
1561624503266272,31:29,Thami Ngwenya,"cele are y joining the sick, love yourself"
1561624508521714,31:34,Khwesta Mdliva,the guy looks uncomfortable
1561624509928808,31:35,makhosi nobhatyi,@Born free they out of the NPA fired but they can be advocates not inside government they can open their firm
1561624514265566,31:40,Victor,@Jayden Bango He is feeling guilty?
1561624518909493,31:45,Born free,Ramaphosa dismissed the corrupt two but failed to say they should be removed from the Roll of Advocates. We will have to wait for Judge Zondo to make this finding against Jiba.
1561624531704996,31:58,Mulunghisi Mulunghisi,cele did he agree that the money come to him
1561624550522048,32:16,Victor,"Its early stages, let him relax because we will get to details"
1561624575504426,32:41,Jayden Bango,@Victor they havent started really proding. he is explaining his work experience with reletive difficulty
1561624581969468,32:48,Khwesta Mdliva,hai maan ramaphosa can not say nor do that he only appoints or dismisses as he correctly did so
1561624582770966,32:49,watson mutanga,The witness comes across as being passively aggressive.
1561624588143698,32:54,Victor,Is he the SAA Mahlangu issue?
1561624620655890,33:26,Mulunghisi Mulunghisi,yesterday
1561624653612231,34:00,Born free,Haha speed it up
1561624665288634,34:11,Jayden Bango,"@Victor No, the SAA was advisor to gigaba if i am not mistaken. this one is BNP capital"
1561624667417153,34:13,Thami Ngwenya,Mahlangu?
1561624677499601,34:24,Mulunghisi Mulunghisi,is 400m or 500000
1561624688685299,34:35,Norman Zwane,@Born free Its not my job to educate you but per our constitution t is not for CR to make that decision. Maybe you judst think this is some place were a President is the Lord of all. He is not.
1561624707982844,34:55,makhosi nobhatyi,"We are happy Jiba and mrwebi out of NPA , they can work elsewhere independently"
1561624740909302,35:27,Thami Ngwenya,"Verwoerd was the Lord of all, hence today we remember the Cradock 4"
1561624772121190,35:58,Jayden Bango,"@makhosi nobhatyi correct, we dont care about the judgement. as long as they are not corrupting our justice system"
1561624787970718,36:14,carnoth ngomane,"@Norman Zwane at may not be your duty to educate them but if needs be do it brother, clearly they are in the dark"
1561624795522620,36:21,Born free,They are in breach of the Oath of advocates and should not be allowed to practise privately.. they are a disgrace.
1561624827972168,36:54,Jayden Bango,he is all over the show...not very bright as thought
1561624843156227,37:09,Danie Nilsen,what is this about mlugisi it sounds like race comment if it is i d not think it is on topic please advise
1561624856974027,37:23,Kevin Simon,Hofmeyer knows these answers. Wants to just show he is all bluster.
1561624867069797,37:33,funicanz,Eish this witness is starting to annoy me. He is all over
1561624882802117,37:49,Tich Ziny,"@Jayden Bango, my point exactly. busy shopping around"
1561624905885271,38:12,Some guy,hi Everyone. when is Zuma appearing here? so we can finish this commission and arrest him
1561624920277814,38:26,makhosi nobhatyi,"Let me correct something here Ramaphosa did want to strike of advocates the both two, he used was they are not fit to hold office, they were fired by president which is still remain"
1561624923259200,38:29,Danie Nilsen,1st week july
1561624939143873,38:45,Some guy,"okay, thanks"
1561624944886376,38:51,Kevin Simon,Here goes
1561624961792284,39:08,Some guy,cant wait. this commission needs to end and he must go to prison. Its taking too long
1561624975251190,39:21,clive oconnell,Advocates can work for KPMG
1561624988036380,39:34,cassim suleman,not so easy to arrest..as legal procedures. take 10 years.
1561624991026077,39:36,roberto wilco,I would say the only people who will be arrested are the whistleblowers
1561624991240568,39:37,Some guy,well someone has to be arrested. and its pointing to him
1561625033187018,40:19,Thulani Bukani,Judge is having a better day today
1561625041865423,40:28,cassim suleman,he is so ill prepared..wat was he doing before he came to comm
1561625053571792,40:39,Thulani Bukani,September makes it hard for him
1561625059823108,40:46,Some guy,lol i just want action. weve heard enough stories now
1561625081933151,41:09,Danie Nilsen,why is this state capture so surprizing to some people this is how africa functions it is actualy busness as usual
1561625102926440,41:29,cassim suleman,going to take looong time to arrest zuma
1561625106719557,41:33,Jabulile Mazwane,yes Judge
1561625119680918,41:46,Some guy,"if we dont arrest, these stories will go on forever....just another delay tactic for him....YET again"
1561625129667238,41:55,Danie Nilsen,even the police chief looks like a mafie boss
1561625140084770,42:06,Some guy,then in the end he will say he was prejudiced and therefore the case is unfair
1561625142996759,42:09,makhosi nobhatyi,@Norman Zwane yes they will be fired definitely because they were blocking ways of justice zuptas won’t do that constitutional court didn’t change anything from being unfit to hold office stayed
1561625176466035,42:43,Norman Zwane,"@clive oconnell KPMG, Arthur Anderson, De Loitte all blue chip audit houses are so deep into corruption and have consistently given our munipalicities clean external audits. Turns out they lied!!"
1561625177288080,42:44,Kevin Simon,This is looking more and more like chronological inexactitudes of others' experience.
1561625185600292,42:52,cassim suleman,npa and hawks havent kicked off yet..battling to find honest prosecutors and cops..needle in haystack
1561625212433396,43:19,Jabulile Mazwane,24billion
1561625214004724,43:21,Kevin Simon,NPA even arresting their own now
1561625215458602,43:22,Zama Kubheka,This lady looks like she is gonna panel beat Mahlangu
1561625249461195,43:56,Jabulile Mazwane,he is all over the place
1561625252957978,43:58,Some guy,they are all crooks
1561625274189483,44:20,Some guy,even this judge. i dont trust him anymore
1561625287617487,44:34,Danie Nilsen,@at least 1 agreeing with me and it includes the goverment and private sector off all of the country there are no angels here al the wings are of the same thing corruption
1561625320321718,45:06,Norman Zwane,"@makhosi nobhatyi I'm informed not by the politics of the country which would support dismissal, but the factional politics of the ANC is contrary as it seeks to embarass CR."
1561625349078599,45:35,cassim suleman,judge has to be friendly as this is a commission.people are invited to assist..
1561625377003613,46:03,Wilson Hishono,shes the type of gerie nel
1561625404394580,46:31,Wilson Hishono,you'll get behind bars broer
